input,Conductivity [S/cm]
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$50,-5.228412519118745
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$54,-5.177831920631983
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$58,-5.1073489661227
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$64,-4.966576244513051
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$69,-4.906578314837765
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$73,-4.866461091629782
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$77,-4.866461091629782
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$82,-4.774690718274138
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$86,-4.735182176990463
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$91,-4.72584215073632
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$28.62NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-37|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$95,-4.6439741428068775
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$-1,-8.97469413473523
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$3,-8.510041520575164
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$8,-8.067019178076801
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$12,-7.673664139071248
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$17,-7.312471038785365
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$22,-7.019996628416254
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$28,-6.7594507517174005
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$31,-6.546681659952962
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$37,-6.315154638355588
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$41,-6.104025267640935
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$45,-5.982966660701219
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$51,-5.79317412396815
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$56,-5.6307841425898575
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$58,-5.510041520575165
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$64,-5.359518563029578
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$69,-5.228412519118745
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$73,-5.097453220686009
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$78,-4.995678626217358
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$82,-4.896196279044043
*CCO*.*O[Si](*)(C)CCCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-].*O[Si](*)(C)C[^]$4.0$20.37NAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-15|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$86,-4.835647144215563
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.05$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$59,-4.58838029403677
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.05$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$49,-5.2564902352715706
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.05$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$39,-6.0
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.05$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$29,-6.590066876668706
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.05$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$19,-6.8696662315049934
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.06$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$59,-4.3788237182249645
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.06$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$49,-5.173925197299173
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.06$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$39,-5.863279432843593
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.06$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$29,-6.515700160653214
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.06$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$19,-6.747146969020107
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$59,-4.079354998593212
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$49,-4.761953896871205
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$39,-5.586700235918748
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$29,-6.223298816011589
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$NAN_Tm$NAN_Tg|*CCO*NAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$NAN_Mw/Mn$13636$S_1$NAN_Tm$NAN_Tg|0.07$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$19,-6.522878745280337
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$118,-4.869666231504994
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$109,-4.966576244513051
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$99,-5.204815410317576
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$90,-5.45717457304082
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$79,-5.610833915635467
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$70,-5.863279432843593
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$60,-6.199970640755866
*O[Si](*)(C)CCCOC1COC(=O)O1.*O[Si](*)(C)CCc1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1$19.0NAN_ratioNAN_ratioNAN_Mw$NAN_Mn$NAN_Mw/Mn$NAN_DP$S_2$NAN_Tm$-11|1.0$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$NAN_mole_ratio$mole_ratio$NAN_inorganic$NAN_inorganic_weight$50,-6.493494967595128
